loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,default_ind
21000,21000,20120.80657,60,20.3,559.89,E5,11,RENT,70000,1,n,credit_card,23.21,0,2,,17,0,12508,70.7,25,0,0,27085.42,24851.07,21000,6085.42,0,0,0,17029.75,0,1,0,0
35000,35000,35000,36,8.9,1111.37,A5,6,MORTGAGE,125000,1,n,debt_consolidation,22.71,0,0,,8,0,9051,34.8,32,0,0,40006.54992,40006.55,35000,5006.55,0,0,0,1123.85,0,1,0,0
10000,10000,10000,36,7.51,311.11,A3,3,RENT,33000,0,n,credit_card,9.75,0,1,,9,0,68,0.6,19,0,0,11027.3,11027.3,10000,1027.3,0,0,0,4190.34,0,1,0,0
7000,7000,7000,36,12.69,234.82,B5,0,RENT,30000,1,n,credit_card,15.8,0,2,,7,0,15455,47.6,11,0,0,8452.256793,8452.26,7000,1452.26,0,0,0,238.06,0,1,0,0
24000,24000,24000,36,15.96,843.3,C5,8,MORTGAGE,90000,1,n,home_improvement,9.17,0,1,,9,0,30952,71.2,23,0,0,5895.68,5895.68,3813.57,2082.11,0,0,0,843.3,0,1,0,1
10625,10625,10625,36,7.51,330.56,A3,5,MORTGAGE,23000,0,n,medical,18.89,0,1,,9,0,7114,43.4,21,0,0,11841.94071,11841.94,10625,1216.94,0,0,0,2594.01,0,1,0,0
5000,5000,5000,36,14.65,172.48,C3,2,RENT,24000,1,n,debt_consolidation,18.3,0,2,24,5,0,2429,33.3,9,0,0,5682.08,5682.08,5000,682.08,0,0,0,3615.46,0,1,0,0
8850,8850,8850,36,6.62,271.73,A2,11,RENT,62000,1,n,credit_card,17.71,0,0,,7,0,9466,35.9,19,0,0,9781.605755,9781.61,8850,931.61,0,0,0,5.67,0,1,0,0
6375,6375,6375,36,7.51,198.34,A3,4,RENT,44000,1,n,debt_consolidation,4.8,0,0,,7,0,6324,58,11,0,0,6737.55,6737.55,6375,362.55,0,0,0,2585.54,0,1,0,0
6000,6000,6000,36,11.71,198.46,B3,1,RENT,90000,0,n,credit_card,2.97,1,0,16,10,0,8489,56.6,23,0,0,7041.293751,7041.29,6000,1041.29,0,0,0,2082.79,0,1,0,0
11100,11100,11100,36,6.62,340.82,A2,11,RENT,41000,1,n,credit_card,29.85,0,1,,8,0,17518,62.3,18,0,0,8120.14,8120.14,6516.79,976.85,0,626.5,6.265000001,340.82,0,1,0,1
10000,10000,10000,60,12.69,225.95,B5,2,MORTGAGE,56000,1,n,debt_consolidation,10.82,0,1,,11,0,10081,31.2,18,0,0,12727.42606,12727.43,10000,2727.43,0,0,0,5526.53,0,1,0,0
6200,6200,6200,36,6.03,188.71,A1,5,MORTGAGE,26500,0,n,small_business,18.2,0,0,,6,0,2982,16,18,0,0,6793.070094,6793.07,6200,593.07,0,0,0,1.83,0,1,0,0
15000,15000,15000,36,18.64,547.12,E1,1,RENT,54000,0,n,debt_consolidation,19.69,0,2,,9,0,15183,90.3,12,0,0,19401.71938,19401.72,15000,4401.72,0,0,0,4641.23,0,1,0,0
4200,4200,4200,36,11.71,138.92,B3,2,RENT,53000,0,n,other,16.91,0,0,60,15,0,8336,79.7,22,0,0,5000.46251,5000.46,4200,800.46,0,0,0,141.26,0,1,0,0
14000,14000,14000,36,14.27,480.33,C2,4,RENT,52800,0,n,debt_consolidation,7.36,0,1,,9,0,13378,70.8,14,0,0,14487.95,14487.95,14000,487.95,0,0,0,13531.87,0,1,0,0
8875,8875,8875,36,7.51,276.11,A3,1,MORTGAGE,38000,0,n,debt_consolidation,23.53,0,1,,13,0,19056,62.1,27,0,0,9712.65,9712.65,8875,837.65,0,0,0,4472.8,0,1,0,0
13500,13500,13500,36,9.91,435.04,B1,7,RENT,38000,1,n,debt_consolidation,12.38,0,1,,3,0,16023,67.3,7,0,0,15657.93938,15657.94,13500,2157.94,0,0,0,307.62,0,1,0,0
12000,12000,12000,36,9.91,386.7,B1,2,RENT,42000,0,n,debt_consolidation,7.83,0,2,,8,0,9749,65.4,16,0,0,11234.49,11234.49,9011.72,1807.88,0,414.89,4.148900002,386.7,0,1,0,1
16000,16000,15975,60,19.91,423.11,E4,4,RENT,55000,1,n,debt_consolidation,15.8,0,0,54,8,0,7743,72.4,19,0,0,22277.26289,22242.46,16000,6277.26,0,0,0,10869.79,0,1,0,0
21600,21600,20498.26578,60,19.42,565.32,E3,8,MORTGAGE,60000,1,n,debt_consolidation,16.74,1,0,23,6,0,13354,78.1,21,0,0,27580.75,24853.63,21600,5980.75,0,0,0,17416.49,0,1,0,0
6000,6000,6000,36,10.65,195.44,B2,6,MORTGAGE,87000,0,n,home_improvement,12.86,2,0,9,12,0,11739,40.5,22,0,0,6999.427407,6999.43,6000,999.43,0,0,0,1335.92,0,1,0,0
8450,8450,8425,60,16.77,208.97,D2,5,OWN,25000,1,n,debt_consolidation,22.51,0,2,,6,0,17614,83.5,21,0,0,12188.56442,12152.55,8450,3738.56,0,0,0,3239.35,0,1,0,0
20000,20000,18590.33777,60,13.49,460.1,C1,1,RENT,82000,0,n,credit_card,17.68,0,0,,13,0,26693,61.4,23,0,0,26397.31306,23747.15,20000,6397.31,0,0,0,9848.46,0,1,0,0
10000,10000,10000,36,11.71,330.76,B3,8,RENT,60000,0,n,debt_consolidation,22.08,0,0,,8,0,5626,29.3,26,0,0,6002.23,6002.23,4293.91,1388.86,0,319.46,57.5028,62.38,0,1,0,1
12000,12000,12000,36,16.29,423.61,D1,5,MORTGAGE,80000,1,n,credit_card,18.18,0,0,,8,0,29609,97.2,11,0,0,14946.56002,14946.56,12000,2946.56,0,0,0,4368.56,0,1,0,0
13475,13475,13450,60,13.49,309.99,C1,11,RENT,25000,1,n,credit_card,21.89,0,1,,7,0,9943,65.8,14,0,0,6198.89,6187.44,3516.74,2682.15,0,0,0,28,0,1,0,1
7200,7200,7200,36,12.42,240.59,B4,5,RENT,48000,0,n,major_purchase,17.43,0,1,,7,0,16450,80.2,10,0,0,8677.15634,8677.16,7200,1462.16,15,0,0,19.26,0,1,0,0
5600,5600,5600,36,14.65,193.17,C3,1,MORTGAGE,85000,0,n,debt_consolidation,12.24,1,3,11,8,0,6812,90.8,31,0,0,1350.86,1350.86,905.39,445.47,0,0,0,193.17,0,1,0,1
12000,12000,11975,36,14.27,411.71,C2,0,RENT,57000,1,n,debt_consolidation,10.86,0,1,,7,0,9273,81.5,11,0,0,14396.58,14366.62,12000,2396.58,0,0,0,5359.38,0,1,0,0
8500,8500,8500,36,6.03,258.71,A1,2,RENT,25000,0,n,credit_card,1.73,0,0,,6,0,2463,28,18,0,0,9074.73,9074.73,8500,574.73,0,0,0,4936.27,0,1,0,0
8000,8000,8000,36,9.91,257.8,B1,2,RENT,34000,1,n,credit_card,18.28,0,0,,6,0,7434,78.5,7,0,0,9279.812752,9279.81,8000,1279.81,0,0,0,262.31,0,1,0,0
8000,8000,8000,36,12.42,267.33,B4,11,RENT,40000,0,n,credit_card,15,0,0,,10,0,18601,88.2,11,0,0,9622.78032,9622.78,8000,1622.78,0,0,0,269.73,0,1,0,0
16000,16000,8150,60,15.27,382.92,C4,11,RENT,42656.4,1,n,debt_consolidation,17.44,0,1,,4,0,12830,92.3,17,0,0,22394.08,11406.98,16000,6394.08,0,0,0,199.56,0,1,0,0
15000,15000,15000,36,17.27,536.81,D3,2,MORTGAGE,44400,1,n,house,3.59,1,0,18,6,1,4582,91.6,16,0,0,17991.53,17991.53,15000,2991.53,0,0,0,9412.4,0,1,0,0
10000,10000,10000,36,9.91,322.25,B1,2,OWN,30000,0,n,debt_consolidation,11.24,0,1,,8,0,9152,66.8,30,0,0,11386.43022,11386.43,10000,1386.43,0,0,0,369.43,0,1,0,0
10000,10000,10000,36,6.62,307.04,A2,5,MORTGAGE,70000,0,n,credit_card,16.78,0,0,,9,0,10770,69,18,0,0,10902.91,10902.91,10000,902.91,0,0,0,4152.52,0,1,0,0
8000,8000,8000,36,14.65,275.96,C3,3,RENT,28000,0,n,car,12.6,0,1,,8,0,6187,54.3,11,0,0,8636.82,8636.82,8000,636.82,0,0,0,6983.56,0,1,0,0
22000,22000,22000,36,9.91,708.95,B1,2,MORTGAGE,50000,1,n,debt_consolidation,13.22,0,4,,17,0,21470,49.8,32,0,0,25521.09572,25521.1,22000,3521.1,0,0,0,1430.05,0,1,0,0
6000,6000,6000,36,14.27,205.86,C2,11,MORTGAGE,94800,1,n,car,24.53,0,1,,13,0,71890,95.9,30,0,0,7215.05,7215.05,6000,1215.05,0,0,0,1960.88,0,1,0,0
16000,16000,15975,60,9.91,339.25,B1,11,OWN,40000,1,n,debt_consolidation,9.39,0,1,,6,0,13270,28.5,23,3861.12,3855.09,16282.75,16257.31,12138.89,4143.86,0,0,0,339.25,0,1,0,0
2500,2500,2500,36,7.51,77.78,A3,n/a,OWN,12000,1,n,debt_consolidation,16.3,0,2,,13,0,4853,42.2,20,0,0,1838.88,1838.88,1575.06,253.74,0,10.08,0,77.78,0,1,0,1
13500,13500,13500,36,9.91,435.04,B1,2,MORTGAGE,36000,1,n,credit_card,22.93,0,1,,13,0,25011,67.2,15,0,0,15621.26606,15621.27,13500,2121.27,0,0,0,1706.24,0,1,0,0
25000,25000,25000,36,12.42,835.39,B4,2,RENT,225000,1,n,debt_consolidation,8.32,1,0,13,11,0,30449,34.6,23,0,0,30071.72882,30071.73,25000,5071.73,0,0,0,842.08,0,1,0,0
10000,10000,10000,36,13.49,339.31,C1,2,RENT,45900,1,n,small_business,24.97,0,2,45,10,0,8936,48.3,12,0,0,12174.48231,12174.48,10000,2174.48,0,0,0,1669.38,0,1,0,0
2500,2500,2500,36,13.49,84.83,C1,4,RENT,27200,0,n,debt_consolidation,6.44,0,0,,6,0,3473,68.1,6,0,0,3050.276004,3050.28,2500,550.28,0,0,0,95.98,0,1,0,0
7325,7325,7325,36,12.69,245.72,B5,1,RENT,42000,0,n,debt_consolidation,22.57,0,3,65,12,0,7281,65,29,0,0,8844.700842,8844.7,7325,1519.7,0,0,0,249.25,0,1,0,0
4000,4000,4000,36,12.42,133.67,B4,5,RENT,135000,1,n,credit_card,12.12,0,3,,11,0,29311,85.7,21,0,0,4337.11,4337.11,4000,337.11,0,0,0,3270.11,0,1,0,0
10000,10000,10000,36,13.49,339.31,C1,5,RENT,65000,0,n,small_business,6.92,1,2,19,12,0,14292,69.5,17,0,0,9270.84,9270.84,6799.56,2011.75,0,459.53,4.4878,339.31,0,1,0,1
7750,7750,7750,36,17.27,277.36,D3,0,RENT,24000,0,n,debt_consolidation,16.1,0,1,41,4,0,2348,67.1,7,0,0,6934,6934,4935.39,1986.7,0,11.91,0,277.36,0,1,0,1
20000,20000,20000,60,20.89,539.84,F1,6,RENT,70000,1,n,debt_consolidation,16.63,0,1,,10,0,10470,79.9,24,0,0,5425.96,5425.96,1318.27,3034.08,0,1073.61,10.48,591.09,0,1,0,1
9600,9600,9600,36,12.42,320.79,B4,11,RENT,65000,1,n,debt_consolidation,11.65,0,0,,6,0,11279,70.9,11,0,0,11337.71,11337.71,9600,1737.71,0,0,0,3643.9,0,1,0,0
21000,21000,21000,60,11.71,464.07,B3,3,RENT,60000,0,n,debt_consolidation,6.62,0,0,,7,0,10543,79.9,11,0,0,3708.24,3708.24,2142.87,1565.37,0,0,0,464.07,0,1,0,1
14000,14000,14000,36,10.65,456.03,B2,3,RENT,30000,1,n,credit_card,15.52,0,0,,7,0,15542,65.6,14,0,0,15200.08,15200.08,14000,1200.08,0,0,0,10643.16,0,1,0,0
13350,13350,13350,36,12.42,446.1,B4,11,RENT,43000,0,n,debt_consolidation,20.57,0,0,,7,0,11531,95.3,15,0,0,16058.39442,16058.39,13350,2708.39,0,0,0,449.39,0,1,0,0
15000,15000,15000,36,16.77,533.08,D2,11,RENT,42000,1,n,debt_consolidation,19.63,0,2,,10,0,8238,74.9,38,0,0,13373.77,13373.77,8365.66,3923.4,0,1084.71,40.78310001,188.69,0,1,0,1
15000,15000,15000,36,17.27,536.81,D3,8,RENT,75000,1,n,debt_consolidation,16.03,0,0,48,10,0,13505,75.9,17,0,0,10198.4,10198.4,6944.85,3238.39,0,15.16,5.64,536.81,0,1,0,1
11000,11000,10750,60,13.49,253.06,C1,11,MORTGAGE,129000,1,n,debt_consolidation,10.94,0,0,80,10,0,1735,24.1,31,2841.5,2777.27,12119.38,11843.35,8158.5,3960.88,0,0,0,253.06,0,1,0,0
35000,35000,35000,36,10.65,1140.07,B2,2,MORTGAGE,168000,1,n,debt_consolidation,3.17,1,1,22,16,0,1099,1.4,22,0,0,38059.76,38059.76,35000,3059.76,0,0,0,272.59,0,1,0,0
9000,9000,9000,36,10.65,293.16,B2,9,MORTGAGE,74000,1,n,credit_card,8.89,0,0,,7,0,7388,71.7,10,0,0,10552.7928,10552.79,9000,1552.79,0,0,0,6.65,0,1,0,0
22475,22475,22425,60,15.27,537.87,C4,7,MORTGAGE,52000,1,n,debt_consolidation,15.23,0,1,,7,0,18554,61.8,23,5962.67,5949.34,25796.01,25738.74,16512.33,9283.68,0,0,0,537.87,0,1,0,0
16000,16000,16000,36,12.69,536.72,B5,1,RENT,58500,1,n,debt_consolidation,20.64,0,0,,8,0,26224,89.3,10,0,0,12295.72,12295.72,9479.47,2778.95,26.83551087,10.47,1.779900003,528.58,0,1,0,1
13500,13500,13500,36,12.69,452.86,B5,5,RENT,71000,1,n,debt_consolidation,11.97,0,2,,4,0,6681,77.7,11,0,0,16301.54517,16301.55,13500,2801.55,0,0,0,456.95,0,1,0,0
24000,24000,24000,36,12.69,805.08,B5,11,RENT,75000,1,n,debt_consolidation,11.6,0,0,,10,0,21609,84.6,33,0,0,28978.67895,28978.68,24000,4978.68,0,0,0,819.13,0,1,0,0
12000,12000,12000,36,10.65,390.88,B2,5,RENT,60000,0,n,credit_card,10.84,0,1,,12,0,11849,48.8,18,0,0,14070.39864,14070.4,12000,2070.4,0,0,0,396.1,0,1,0,0
8400,8400,8150,60,16.77,207.73,D2,5,RENT,87996,0,n,major_purchase,11.35,0,0,,8,0,9551,80.3,13,2295.64,2227.76,9940.54,9643.84,6104.36,3836.18,0,0,0,207.73,0,1,0,0
28000,28000,27975,60,17.58,704.64,D4,5,MORTGAGE,140000,1,n,home_improvement,12.07,0,1,,13,0,2686,13.4,24,0,0,28411.15,28385.78,28000,411.15,0,0,0,28412.43,0,1,0,0
14000,14000,14000,36,6.62,429.86,A2,11,RENT,66000,1,n,debt_consolidation,11.15,0,1,,7,0,12095,35.4,46,0,0,15450.08422,15450.08,14000,1450.08,0,0,0,2133.17,0,1,0,0
12000,12000,12000,36,14.27,411.71,C2,8,MORTGAGE,70000,0,n,other,8.4,0,1,,7,0,11546,86.2,12,0,0,4241.16,4241.16,2534.26,1163.48,0,543.42,5.32,411.71,0,1,0,1
25000,25000,25000,36,11.71,826.9,B3,11,MORTGAGE,100000,1,n,debt_consolidation,6.88,0,1,,8,0,21128,89.1,18,0,0,29277.57384,29277.57,25000,4277.57,0,0,0,1122.55,0,1,0,0
9000,9000,9000,36,12.69,301.91,B5,5,RENT,50000,1,n,debt_consolidation,17.81,0,1,,13,0,12752,55.4,21,0,0,10867.20998,10867.21,9000,1867.21,0,0,0,306.11,0,1,0,0
13250,13250,13250,36,10.65,431.6,B2,4,RENT,35000,0,n,debt_consolidation,24.93,0,2,,11,0,13392,58.7,25,0,0,15535.93186,15535.93,13250,2285.93,0,0,0,437.68,0,1,0,0
20000,20000,20000,36,13.49,678.61,C1,6,RENT,75000,1,n,debt_consolidation,22.38,0,1,,7,0,19548,90.8,17,0,0,23861.58,23861.58,20000,3861.58,0,0,0,8269.74,0,1,0,0
3000,3000,3000,36,14.65,103.49,C3,5,RENT,71000,1,n,medical,21.84,0,1,59,4,0,15072,88.7,14,0,0,3723.936325,3723.94,3000,723.94,0,0,0,107.29,0,1,0,0
7350,7350,7350,36,10.65,239.42,B2,11,MORTGAGE,48000,0,n,debt_consolidation,11.93,0,0,,5,0,15587,77.5,5,0,0,8616.33002,8616.33,7350,1266.33,0,0,0,249.88,0,1,0,0
11500,11500,11500,36,15.27,400.18,C4,5,RENT,36000,0,n,debt_consolidation,21.1,0,1,54,7,0,8969,76.7,14,0,0,14400.49925,14400.5,11500,2900.5,0,0,0,416.2,0,1,0,0
13650,13650,13650,36,12.42,456.12,B4,11,MORTGAGE,86000,0,n,debt_consolidation,12.29,0,1,,12,0,16140,73.4,34,0,0,8203.29,8203.29,5810.73,1931.92,0,460.64,4.64,456.12,0,1,0,1
10500,10500,10500,36,16.29,370.66,D1,3,RENT,30000,1,n,debt_consolidation,15,0,1,,7,0,5379,55.5,8,0,0,2222.16,2222.16,1414.89,807.27,0,0,0,370.66,0,1,0,1
12000,12000,11975,36,9.91,386.7,B1,2,RENT,60000,0,n,debt_consolidation,15.5,0,0,,7,0,12168,85.7,21,0,0,13919.41387,13890.44,12000,1919.41,0,0,0,395.05,0,1,0,0
6000,6000,6000,36,8.9,190.52,A5,3,RENT,34000,0,n,credit_card,14.51,0,2,,9,0,13683,64.8,16,0,0,6857.261151,6857.26,6000,857.26,0,0,0,198.16,0,1,0,0
11500,11500,11500,36,15.27,400.18,C4,11,MORTGAGE,44200,1,n,credit_card,21.69,0,1,,9,0,13147,90,11,0,0,13598.01,13598.01,11500,2098.01,0,0,0,6821.51,0,1,0,0
7000,7000,7000,36,12.42,233.91,B4,7,MORTGAGE,82000,0,n,debt_consolidation,12,0,1,79,6,0,25334,71.6,31,0,0,8290.73,8290.73,7000,1290.73,0,0,0,2454.29,0,1,0,0
29500,29500,28513.45925,60,20.3,786.51,E5,6,MORTGAGE,83000,1,n,debt_consolidation,20.93,0,0,,12,0,22087,89.8,35,0,0,45755.22998,43294.39,29500,16255.23,0,0,0,9781.44,0,1,0,0
2000,2000,2000,36,15.27,69.6,C4,2,RENT,41000,1,n,moving,17.74,0,1,,7,0,18115,96.4,11,0,0,2520.4,2520.4,2000,505.4,15,0,0,15.88,0,1,0,0
11625,11625,11625,36,13.49,394.45,C1,0,MORTGAGE,36000,1,n,credit_card,19.33,0,1,,17,0,19979,84.7,31,0,0,14196.26824,14196.27,11625,2571.27,0,0,0,406.12,0,1,0,0
15075,15075,15075,36,14.27,517.21,C2,11,RENT,35000,1,n,debt_consolidation,20.16,0,1,,7,0,10570,89.6,14,0,0,15502.77,15502.77,11609.04,3374.45,0,519.28,5.036800002,517.21,0,1,0,1
5300,5300,5300,36,15.27,184.43,C4,1,RENT,30000,1,n,credit_card,24.88,0,2,,11,0,7855,82.7,13,0,0,6622.546709,6622.55,5300,1322.55,0,0,0,741.85,0,1,0,0
8200,8200,8200,36,6.62,251.77,A2,0,RENT,40000,1,n,home_improvement,11.1,0,1,,7,0,2573,25.5,11,0,0,9062.49784,9062.5,8200,862.5,0,0,0,260.69,0,1,0,0
12000,12000,12000,36,12.42,400.99,B4,9,MORTGAGE,105000,0,n,credit_card,13.98,0,1,65,10,0,11243,75,25,0,0,14431.97856,14431.98,12000,2431.98,0,0,0,413.19,0,1,0,0
8650,8650,8650,36,14.27,296.78,C2,4,MORTGAGE,45000,1,n,credit_card,7.6,0,2,44,14,0,6602,58.9,23,0,0,10678.68477,10678.68,8650,2028.68,0,0,0,312.44,0,1,0,0
21000,11800,11500,60,17.27,294.98,D3,11,MORTGAGE,109000,1,n,debt_consolidation,7.75,0,0,,9,0,25435,50.3,16,3250.78,3168.42,14117.18,13757.71,8549.22,5567.96,0,0,0,294.98,0,1,0,0
16000,16000,16000,60,17.27,399.97,D3,2,RENT,50000,1,n,debt_consolidation,11.04,0,0,64,10,0,15788,42.2,16,4386.9,4386.9,19183.22,19183.22,11613.1,7570.12,0,0,0,399.97,0,1,0,0
12000,12000,11975,36,12.42,400.99,B4,2,RENT,83000,0,n,debt_consolidation,11.81,0,2,52,14,0,16550,51.1,61,0,0,14432.31018,14402.27,12000,2432.31,0,0,0,411.96,0,1,0,0
9500,9500,9500,36,12.69,318.68,B5,0,MORTGAGE,52500,1,n,moving,23.54,0,2,,14,0,23729,75.3,42,0,0,7002.16,7002.16,5366.65,1635.51,0,0,0,318.68,0,1,0,1
7400,7400,7400,36,13.49,251.09,C1,0,OWN,25000,1,n,debt_consolidation,8.45,0,0,,5,0,5199,92.8,13,0,0,9037.69568,9037.7,7400,1637.7,0,0,0,255.3,0,1,0,0
14400,14400,14400,36,13.49,488.6,C1,11,MORTGAGE,60000,0,n,debt_consolidation,16.92,0,1,57,15,0,23317,65,26,0,0,15453.51,15453.51,14400,1053.51,0,0,0,12526.96,0,1,0,0
24250,18100,18075,60,23.91,519.76,G4,7,MORTGAGE,120000,1,n,debt_consolidation,12.96,0,3,,7,0,31992,99,20,0,0,22188.25,22157.63,18100,4088.25,0,0,0,16499.75,0,1,0,0
7200,7200,7200,36,7.9,225.29,A4,3,RENT,68000,1,n,debt_consolidation,7.98,0,0,,5,0,8783,82.9,14,0,0,7730.87,7730.87,6744.17,907.62,14.97905838,64.1,11.538,225.29,0,1,0,1
26000,26000,25975,60,16.77,642.96,D2,11,MORTGAGE,53000,1,n,home_improvement,11.77,0,1,,5,0,7560,72.7,14,0,0,9622.45,9613.3,3946.3,4391.9,0,1284.25,12.27,642.96,0,1,0,1
7000,7000,6975,60,11.71,154.69,B3,6,MORTGAGE,69600,1,n,credit_card,26.22,0,0,,10,0,45449,90.9,23,0,0,6126.24,6104.36,3452.36,1790.2,0,883.68,156.0204,154.69,0,1,0,1
4000,4000,4000,36,7.51,124.45,A3,0,RENT,65000,1,n,major_purchase,18.17,0,0,,10,0,10032,50.7,24,0,0,4182.25,4182.25,4000,182.25,0,0,0,3313.87,0,1,0,0
1500,1500,1500,36,17.27,53.69,D3,11,MORTGAGE,144000,1,n,debt_consolidation,8.23,1,0,14,6,0,14186,97.8,14,0,0,1521.6,1521.6,1500,21.6,0,0,0,1521.89,0,1,0,0
19600,19600,19600,36,12.42,654.94,B4,2,RENT,75000,1,n,credit_card,11.62,0,0,,8,0,20355,50.1,12,0,0,21993.62,21993.62,19600,2393.62,0,0,0,13491.06,0,1,0,0
2500,2500,2500,36,11.71,82.69,B3,7,MORTGAGE,29000,1,n,debt_consolidation,18.7,0,0,63,5,0,2668,66.7,13,0,0,2894.74,2894.74,2500,394.74,0,0,0,1168.5,0,1,0,0
10000,10000,10000,36,12.69,335.45,B5,2,RENT,70000,0,n,credit_card,2.69,0,0,,5,0,6035,70.2,6,0,0,6351.59,6351.59,4513.35,1505.13,0,333.11,3.1464,335.45,0,1,0,1
10000,10000,10000,36,6.62,307.04,A2,5,RENT,45000,0,n,credit_card,26.85,0,0,,15,0,10133,70.4,40,0,0,11051.5238,11051.52,10000,1051.52,0,0,0,319.94,0,1,0,0
4225,4225,4225,36,12.42,141.18,B4,5,MORTGAGE,55200,0,n,other,17.61,0,1,,6,0,4055,73.7,12,0,0,5081.022961,5081.02,4225,856.02,0,0,0,146.48,0,1,0,0
3500,3500,3500,36,7.9,109.52,A4,7,MORTGAGE,61440,0,n,vacation,6.46,1,0,9,6,0,15472,55.5,19,0,0,3942.078528,3942.08,3500,442.08,0,0,0,3.62,0,1,0,0
12000,12000,12000,36,6.62,368.45,A2,11,MORTGAGE,56000,0,n,debt_consolidation,13.65,0,0,,7,0,9873,80.3,21,0,0,13262.20515,13262.21,12000,1262.21,0,0,0,381.02,0,1,0,0
16500,16500,16500,36,8.9,523.93,A5,0,RENT,47000,1,n,debt_consolidation,9.06,0,1,,6,0,13917,38.8,24,0,0,18856.75782,18856.76,16500,2356.76,0,0,0,1053.02,0,1,0,0
22000,22000,21975,60,21.67,603.5,F3,0,RENT,55000,1,n,debt_consolidation,15.62,0,1,,9,0,20154,79.4,27,0,0,25023.2,24994.78,22000.01,3023.19,0,0,0,407.7,0,1,0,0
12000,12000,12000,36,14.65,413.94,C3,1,RENT,71000,1,n,credit_card,14.87,0,2,,15,0,17972,71,38,0,0,12430.36,12430.36,12000,430.36,0,0,0,11605.56,0,1,0,0
15600,15600,15600,60,12.69,352.48,B5,11,RENT,50000,1,n,vacation,5.78,0,1,,8,0,8079,35.7,11,3968.14,3968.14,16894.08,16894.08,11631.87,5262.21,0,0,0,352.48,0,1,0,0
10800,10800,10800,36,12.42,360.89,B4,8,RENT,135000,1,n,credit_card,12.12,0,0,,14,0,18467,74.5,23,0,0,13004.14287,13004.14,10800,2204.14,0,0,0,372.99,0,1,0,0
14000,14000,14000,36,12.42,467.82,B4,11,MORTGAGE,63000,0,n,credit_card,7.35,0,0,,5,0,17212,97.8,19,0,0,16789.07137,16789.07,14000,2789.07,0,0,0,2309.01,0,1,0,0
18825,18825,18800,60,17.58,473.75,D4,4,MORTGAGE,44000,1,n,debt_consolidation,24.98,0,0,65,9,0,14092,93.2,20,5199.06,5192.07,22698.14,22668.18,13625.93,9072.21,0,0,0,473.75,0,1,0,0
6000,6000,6000,36,13.49,203.59,C1,5,MORTGAGE,50000,0,n,debt_consolidation,15.58,0,1,49,8,0,7361,83.6,14,0,0,7325.298968,7325.3,6000,1325.3,0,0,0,215.51,0,1,0,0
12000,12000,12000,36,9.91,386.7,B1,5,RENT,80000,0,n,debt_consolidation,14.83,0,0,,11,0,17536,67.7,21,0,0,13905.99717,13906,12000,1906,0,0,0,965.7,0,1,0,0
10000,10000,10000,36,12.42,334.16,B4,4,RENT,45000,0,n,debt_consolidation,10.45,0,0,,14,0,10177,51.6,19,0,0,12025.47063,12025.47,10000,2025.47,0,0,0,348.59,0,1,0,0
8000,8000,8000,36,7.9,250.33,A4,2,RENT,78000,0,n,vacation,6.09,0,1,,16,0,15988,55.9,31,0,0,8846.24,8846.24,8000,846.24,0,0,0,1095.85,0,1,0,0
14125,14125,14125,36,9.91,455.18,B1,1,RENT,33000,1,n,debt_consolidation,23.13,0,3,,12,0,19472,66,20,0,0,16055.99,16055.99,14125,1930.99,0,0,0,6054.96,0,1,0,0
14000,14000,14000,36,12.69,469.63,B5,5,RENT,62800,0,n,debt_consolidation,19.24,0,1,,10,0,13579,64.5,18,0,0,16897.17981,16897.18,14000,2897.18,0,0,0,956.54,0,1,0,0
13200,8975,8975,60,17.27,224.36,D3,3,RENT,26400,1,n,small_business,9.64,0,3,,8,0,7411,50.1,12,0,0,10200.26,10200.26,8975,1225.26,0,0,0,8187.44,0,1,0,0
4000,4000,4000,36,19.03,146.69,E2,11,MORTGAGE,80000,0,n,vacation,20.59,1,2,15,30,0,6654,22.6,56,0,0,4340.62,4340.62,4000,340.62,0,0,0,785.51,0,1,0,0
4000,4000,4000,36,12.69,134.18,B5,2,RENT,25000,0,n,debt_consolidation,6.86,0,3,,5,0,8546,79.7,13,0,0,2022.66,2022.66,1373.86,498.22,0,150.58,1.55,134.18,0,1,0,1
10500,10500,10500,36,6.03,319.58,A1,11,MORTGAGE,65000,1,n,debt_consolidation,10.36,0,0,,8,0,10729,18.7,16,0,0,11503.77547,11503.78,10500,1003.78,0,0,0,643.26,0,1,0,0
5500,5500,5500,36,7.9,172.1,A4,11,OWN,59000,1,n,car,6.65,0,0,35,10,1,9130,43.3,23,0,0,6171.267137,6171.27,5500,671.27,0,0,0,1186.09,0,1,0,0
7350,7350,7350,36,11.71,243.11,B3,1,RENT,33000,1,n,debt_consolidation,22.51,0,1,,13,0,24782,77.9,23,0,0,8725.632456,8725.63,7350,1375.63,0,0,0,1204.05,0,1,0,0
